Uncharted: Drake's Fortune;Uncharted Waters Online
East India Company;East India Company
The Legend of Legacy;The Age of Decadence
None;Naval War Arctic Circle
The Night of the Rabbit;PT Boats Knights of the Sea
East India Company;East India Company Pirate Bay
Heroes over Europe;Heroes Over Europe
None;Pacific Storm Allies
East India Company;East India Company Privateer
None;PT Boats South Gambit
None;Electric Highways
Alien;Aion
None;Carpe Diem
None;DARK
Blood Omen: Legacy of Kain;Blood Omen 2 Legacy of Kain
Portal 2;Postal 3
Overlord: Raising Hell;Overlord Raising Hell
None;GASP
Lair;Saira
Space Hulk;Space Hack
Final Fight 2;Final Slam 2
Crysis 2;Crysis 2
Extreme-G;Peggle Extreme
Batman: Arkham Asylum;Batman Arkham Asylum
Digimon World DS;Dig or Die
Contrast;Contrast
None;3DMark Vantage
None;Retro-Pixel Castles
Igor: The Game;Korwin The Game
None;Piercing Blow
None;RACE Caterham Expansion
None;Cricket Captain 2014
WWE All Stars;To End All Wars
The Raiden Project;Bridge Project
Grandia Xtreme;Xpand Rally Xtreme
MotoGP;MotoGP13
Reality Fighters;Red Bull X-Fighters
None;Master Levels for DOOM II
None;Agricultural Simulator 2011 Extended Edition
Drone Tactics;Arma Tactics
Blitzkrieg 2 Anthology;Blitzkrieg Anthology
None;The Four Kings Casino and Slots
None;SpellForce Platinum Edition
None;Sparkle 2 Evo
Lost Planet: Extreme Condition;Lost Planet Extreme Condition - Colonies Edition
TimeShift;TimeShift
Gothic 3;Gothic
Tomb Raider Chronicles;Tomb Raider Chronicles
None;Doorways Prelude
None;VelocityUltra
None;Gigantic Army
MDK;MDK
None;Slender The Arrival
The Void;The Void
Arx Fatalis;Arx Fatalis
Ghost in the Shell: Stand Alone Complex;Ghost in the Shell Stand Alone Complex First Assault Online
None;AquaNox
Turok: Dinosaur Hunter;Turok Dinosaur Hunter
Dark Void;Dark Void
None;X2 The Threat
Tomb Raider III: Adventures of Lara Croft;Tomb Raider III Adventures of Lara Croft
Beyond the Labyrinth;X Beyond the Frontier
Descent;Descent 2
None;Clown House (Palyao Evi)
TrackMania DS;TrackMania Valley
Blood Bowl;Blood Bowl 2
Jade Empire;Empires
Tank Beat;Gang Beasts
Syphon Filter 2;Shelter 2
Cube;Cubemen 2
Street Fighter V;Street Fighter V Beta
Blazblue: Continuum Shift Extend;BlazBlue Continuum Shift Extend
MySims Collection;Eryi's Action
None;The Mean Greens - Plastic Warfare
The Haunted: Hell's Reach;The Haunted Hells Reach
Under the Skin;Under the Ocean
Kung Fu;Rag Doll Kung Fu
None;Lugaru HD 
Chopper Command;Cortex Command
Rogue Galaxy;ProtoGalaxy
Ridge Racer Revolution;GridRunner Revolution
Star Wars Jedi Knight: Jedi Academy;Star Wars - Jedi Knight Mysteries of the Sith
None;BRAINPIPE A Plunge to Unhumanity
None;Cannons Lasers Rockets
Trials Fusion;Galcon Fusion
Ship Simulator Extremes;Ship Simulator Extremes
None;BookWorm Adventures Volume 2
None;OTTTD
Metroid;Metrocide
Metro: Last Light;Oscura Lost Light
Galaga: Destination Earth;Destination Sol
NightCaster;Nightbanes
FIFA Manager 12;FIFA Manager 09
Calling;Chains
Lost Horizon;Lost Horizon
None;Bridge It (plus)
Secret Files: Tunguska;Secret Files Tunguska
The Next BIG Thing;The Next BIG Thing
The Fast and the Furious;The Flame in the Flood
None;King's Bounty The Legend
The Dark Hills of Cherai;The Dark Eye Chains of Satinav
Dynasty Warriors 4 Empires;Star Traders 4X Empires
None;Spartans Vs Zombies Defense
Enemy Front;Enemy Front
The Cursed Crusade;The Kings' Crusade
Cyber Sled;Clergy Splode
Tropico 3: Gold Edition;The Guild Gold Edition
The Legend of Alon D'ar;Legend of Dungeon Masters
Street Fighter X Tekken;Street Fighter X Tekken
Space Hulk;Space Run
I Am In The Movie;Indie Game The Movie
Without Warning;A Valley Without Wind
Geon Cube;Gemini Rue
Castlevania: Lords of Shadow - Mirror of Fate;Castlevania Lords of Shadow  Mirror of Fate HD
None;ENSLAVED Odyssey to the West Premium Edition
Dynamite Headdy;Dynamite Jack
Ratchet & Clank;Breach & Clear
BloodRayne 2;BloodRayne Betrayal
Cars 2;Samorost 2
None;Ninja Reflex Steamworks Edition
ReCore;Closure
Goemon's Great Adventure;Hamilton's Great Adventure
None;Nimbus
Pro Cycling Manager 2016;Pro Cycling Manager 2014
Pro Cycling Manager 2016;Pro Cycling Manager 2015
TrackMania DS;TrackMania United
The Walking Dead: Survival Instinct;The Walking Dead Survival Instinct
18 Wheels of Steel: Extreme Trucker;18 Wheels of Steel American Long Haul
Two Worlds II;Two Worlds II Castle Defense
None;Governor of Poker 2 Premium Edition
Star Trek Online;Star Trek
None;Why So Evil
None;FINAL FANTASY XIII-2
Sherlock Holmes: Crimes & Punishments;Sherlock Holmes Crimes and Punishments
Sherlock Holmes vs. Jack the Ripper;Sherlock Holmes versus Jack the Ripper
None;Farm for your Life
Nancy Drew: The Hidden Staircase;Nancy Drew The Captive Curse
Nancy Drew: The Model Mysteries;Nancy Drew The Deadly Device
None;Nancy Drew Ghost of Thornton Hall
Nancy Drew: Alibi In Ashes;Nancy Drew Alibi in Ashes
Black Cat;Black Sails
Siren;Serena
Black Mirror 2;Black Mirror
Omega Quintet;Quintet
Worldwide Soccer Manager 2009;Soccer Manager 2015
Sonic and the Secret Rings;Heretic Shadow of the Serpent Riders
None;Commander Keen Complete Pack
Wizardry Twin Pack;Wizardry 8
Wolfenstein 3D;Wolfenstein 3D
Wolfenstein 3D;Wolfenstein 3D Spear of Destiny
Bionic Commando;Bionic Commando Rearmed
Doom 3: Resurrection of Evil;DOOM 3 Resurrection of Evil
None;Quake III Team Arena
None;Quake Mission Pack 1 Scourge of Armagon
None;Quake Mission Pack 2 Dissolution of Eternity
Hexen: Beyond Heretic;HeXen Beyond Heretic
Wildstar;Westward
None;Tradewinds Caravans
None;Westward 3
The Inner World;Sphere III Enchanted World
None;Out of the Park Baseball 15
None;Out of the Park Baseball 16
None;The Political Machine 2016
Space Channel 5 Special Edition;Space Channel 5 Part 2
Mind Zero;Mini Metro
Sakura Wars;Sakura Angels
Air Conflicts: Secret Wars;Air Conflicts Pacific Carriers
Soul Bubbles;Soul Gambler
None;Ship Simulator Maritime Search and Rescue
7 Wonders II;Age of Wonders 2
Mugen Souls;Dungeon Souls
None;FootLOL Epic Fail League
Hearts of Iron III;Hearts of Iron II Complete
Victory Zone;Victory Command
Jonas;Towns
Desktop Tower Defense;iBomber Defense
None;Shad'O
Guardian's Crusade;Guardians of Graxia
None;140
None;Blackwell Convergence
DC Universe Online;Ballpoint Universe Infinite
None;Doc Clock The Toasted Sandwich of Time
Front Mission Evolved;FortressCraft Evolved
None;SimpleRockets
None;Of Guards And Thieves
SimAnimals;Signal Ops
None;How To Survive Third Person
None;CRYPTARK
None;Aperture Tag The Paint Gun Testing Initiative
Parodius;Particulars
None;0RBITALIS
Steal Princess;Steam Marines
None;ROCKETSROCKETSROCKETS
Painkiller: Hell & Damnation;Painkiller Black Edition
Inkheart;Stonehearth
None;DUNGEONS - The Dark Lord (Steam Special Edition)
Shadows of the Damned;Mordheim City of the Damned
Arc the Lad: End of Darkness;Necronomicon The Dawning of Darkness
Kingdom of Paradise;Kingdoms Rise
None;1000 Amps
None;Arms Dealer
Still Life 2;City Life 2008
Rubik's World;Rising World
Overlord;Undead Overlord
FlatOut;FlatOut
Silent Hill: Homecoming;Silent Hill Homecoming
None;Eldritch
None;Mutant Mudds Deluxe
Sid Meier's Pirates!;Sid Meier's Ace Patrol
Jane's Hotel;Bad Hotel
Super Scope 6;Super Sanctum TD
None;Lilly Looking Through
Space Raiders;Space Farmers
Jampack Summer 2K;Jack Lumber
None;Ether Vapor Remaster
Quest 64;NyxQuest
Riding Spirits;99 Spirits
Space Raiders;TypeRider
None;Clickr
Pressure Cooker;Pressure
Worms 4: Mayhem;Major Mayhem
Pool Party;Foul Play
War of the Monsters;War of the Human Tanks
None;LEVEL 22
Final Doom;Final Exam
None;QuantZ
None;Slip
None;Strong Bad Episode 1 Homestar Ruiner
None;fault milestone one
None;fault milestone two sideabove
Shadow Master;Shadowgate
Space Channel 5 Special Edition;Jade Empire Special Edition
Goemon's Great Adventure;Tobe's Vertical Adventure
None;planetarian ~the reverie of a little planet~
RalliSport Challenge 2;Chip's Challenge 2
R.B.I. Baseball 2016;R.B.I. Baseball 15
Kidz Sports: Crazy Golf;Worms Crazy Golf
Lost Planet 3;Lovely Planet
None;Probably Archery
FIFA Manager 12;FIFA Manager 11
Cities XL 2012;Cities XL
GT Legends;007 Legends
None;American Conquest - Fight Back
None;TOXIKK
None;99 Levels To Hell
None;YOU DON'T KNOW JACK
SimCity 4: Deluxe Edition;Emergency 5 - Deluxe Edition
Stormrise;Stormrise
Lost Kingdoms;Kingdoms
Drone Tactics;Frontline Tactics
EVE Online;Anno Online
Rocket League;Lethal League
None;Prison Tycoon 3 Lockdown
Cossacks: European Wars;Cossacks Back to War
None;Foreign Legion Buckets of Blood
Planet Monsters;Planetbase
Dragon Quest X;Dragon Quest Heroes
Heroes of Might and Magic V;Heroes of Might & Magic V Tribes of the East
Anno 2205;Anno 2205
Grand Ages: Medieval;Grand Ages Rome
None;Age of Wonders Shadow Magic
None;Hacknet
Pokemon Conquest;Colonial Conquest
None;Greed Black Border
None;Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald A Whirlwind Heist
Hospital Tycoon;Hospital Tycoon
Raiders of the Lost Ark;Schrdinger's Cat and the Raiders of the Lost Quark
Crazy Taxi;Crazy Taxi
None;Software Inc.
None;WRC 5
None;The Secret of Tremendous Corporation
None;Sam & Max 302 The Tomb of Sammun-Mak
None;Sam & Max 304 Beyond the Alley of the Dolls
None;Sam & Max 303 They Stole Max's Brain!
None;Sam & Max 305 The City that Dares not Sleep
Rise of Nightmares;Rise of Flight United
Sunset Overdrive;Runespell Overture
SEGA Bass Fishing Duel;SEGA Bass Fishing
None;Scoregasm
None;Viridi
LittleBigPlanet;Lifeless Planet
Over G Fighters;Hyper Fighters
None;You Must Build A Boat
None;Triple Town
Dual Heroes;Tap Heroes
Chicken Hunter;The Albino Hunter
None;Antisquad
Gravitar;Gravity Badgers
None;Why So Evil 2 Dystopia
None;Point Perfect
Barbarian;Bardbarian
Dead Space;Beyond Space
The Last Guy;The Lady
None;Angels of Fasaria Version 2.0
None;Chronicles of a Dark Lord Episode 1 Tides of Fate Complete
Braid;Boid
The Getaway;The Detail
None;Camera Obscura
None;Absconding Zatwor
The Adventures of Darwin;The Adventures of Tree
Metal Dungeon;Quest of Dungeons
None;Ichi
Borderlands;Borealis
Desire;Despair
Robots;Robotex
None;Starlaxis Supernova Edition
Tales of Destiny;3 Stars of Destiny
None;AXYOS
None;The Undying Plague
None;Teddy Floppy Ear - Mountain Adventure
Age of Empires: Collector's Edition;Paranormal State Poison Spring Collector's Edition
None;Dracula's Legacy
Edna & Harvey: Harvey's New Eyes;Edna & Harvey Harvey's New Eyes
None;Eaten Alive
None;Hostile Waters Antaeus Rising
None;Teddy Floppy Ear - Kayaking
Silent Bomber;Brilliant Bob
None;Terra Incognita ~ Chapter One The Descendant
None;Time Mysteries Inheritance - Remastered
None;Enigmatis The Ghosts of Maple Creek
G-Saviour;Saviors
The Legend of Zelda: The Wind Waker;The Defenders The Second Wave
None;Doorways The Underworld
Farming Simulator 2015;Tea Party Simulator 2015
My Pet Shop;Crazy Plant Shop
The X Files;The 39 Steps
None;Gunspell Steam Edition
None;Edna & Harvey The Breakout
None;Journey Of The Light
Phoenix;Phoenix Force
None;Battleplan American Civil War
None;Face Noir
None;Skara - The Blade Remains
Silpheed: The Lost Planet;Treeker The Lost Glasses
Tail of the Sun;Reach for the Sun
None;Frederic Evil Strikes Back
Nightmare Creatures;The Nightmare Cooperative
Final Doom;Final Dusk
None;Blob From Space
None;Z
None;500 Years Act 1
None;CAFE 0 ~The Drowned Mermaid~
Carnage Heart;Vintage Year
None;Obludia
Zombie Hunters 2;Zombie Zoeds
Sky Gunner;Jet Gunner
Class of Heroes;Clash of Puppets
Lufia: Curse of the Sinistrals;Lilly and Sasha Curse of the Immortals
None;Splatter - Blood Red Edition
Bomberman;Bermuda
None;N.P.P.D. RUSH - The milk of Ultra violet
None;Voxelized
None;Marble Mayhem Fragile Ball
Flow: Urban Dance Uprising;Forsaken Uprising
None;Sugar Cube Bittersweet Factory
None;Tiny Bridge Ratventure
None;Make it indie!
Legend of Legaia;Legend of Mysteria
Shutter Island;Catmouth Island
Dynasty Warriors;Destiny Warriors
Monopoly;Morphopolis
Blasto;Sun Blast
Secret of Mana;Secret Of Magia
None;Ancient Planet
Survivor;Survivor Squad
Chicken Run;Fat Chicken
Darkstone;DarkEnd
None;Millennium - A New Hope
None;Gold Rush! Classic
Cross Treasures;Cobi Treasure Deluxe
None;Yury
None;Sometimes Success Requires Sacrifice
None;Pixel Puzzles UndeadZ
The Settlers;The Deer
None;Fiends of Imprisonment
Little Bears;Little Farm
Castlevania;Castle
Extermination;Retention
Crystal Castles;Cards and Castles
In The Groove;Inside The Gear
Pressure Cooker;Pressured
Gremlins;Grimind
Tringo;Tinboy
None;FLY'N
None;Pirates of Black Cove Gold
Empire Deluxe;Numba Deluxe
Rogue Galaxy;Rogue's Tale
None;Chris Sawyer's Locomotion
Pet Zombies;I, Zombie
Wildstar;Windward
None;Foreign Legion Multi Massacre
Secret of Mana;Secret Ponchos
Carmageddon 64;Carmageddon Reincarnation
Saints Row: The Third;Saints Row The Third - Initiation Station
B-17: Fortress in the Sky;Written in the Sky
The Crew;Third Eye Crime
Section 8;Section 8
The Golf Club;The Golf Club
Dungeon Defenders;Dungeon Defenders Eternity
Halo: Reach;War of Beach
Iron Man 2;Insane 2
Naruto: Path of the Ninja;Wrath of Athena
None;Bob Was Hungry
Zombie Hunters 2;Zombie Grinder
None;It came from space, and ate our brains
None;Sakura Swim Club
None;No Time to Explain
None;NEKOPARA Vol. 0
Wordfish;Glowfish
Ball Breakers;Moon Breakers
Revolution X;Pool Nation FX
Crafting Mama;Freaking Meatbags
Dollar Dash;Dollar Dash
XCOM 2;OMSI 2
Raiders of the Lost Ark;Crusaders of the Lost Idols
None;Aveyond 3-2 Gates of Night
Caesar IV;CaesarIA
Assassin's Creed;Assassin's Creed Freedom Cry
The Typing of the Dead;The Typing of The Dead Overkill
King's Bounty: Armored Princess;King's Bounty Armored Princess
None;Offspring Fling!
None;A Valley Without Wind 2
Shadow Man;Shadow Man
None;DeathSpank Thongs Of Virtue
None;I Have No Mouth, and I Must Scream
None;Your Doodles Are Bugged!
Painkiller: Hell & Damnation;Painkiller Gold Edition
Stubbs the Zombie in Rebel Without a Pulse;Stubbs the Zombie in Rebel Without a Pulse
None;10,000,000
Red Faction II;Red Faction II
Dogz;Dodge
Beyond Good & Evil;Beyond Good & Evil
Unreal II: The Awakening;Unreal II The Awakening
The Movies;The Moon Sliver
None;Bientt l't
None;Thirty Flights of Loving
Psychonauts;Psychonauts Demo
Monster Band;Monster Bash
Elvandia Story;Eradicator
None;Daikatana
Hot Pixel;Life of Pixel
B-Boy;8BitBoy
Dark Void;Dark Void Zero
The Space Bar;The Graveyard
Prince of Stride;Quarries of Scred
Heroes of Ruin;Heroes of SoulCraft
Cosmic Ark;Cosmic DJ
Yars' Revenge;Zuma's Revenge
None;The Dreamatorium of Dr. Magnus 2
Might & Magic Heroes VI;Might & Magic Heroes Online
None;GUILTY GEAR Xrd -SIGN-
Dementium II;Dementium II HD
The Book of Unwritten Tales: The Critter Chronicles;The Book of Unwritten Tales The Critter Chronicles
None;Iesabel
Constantine;Contraption Maker
None;Journey of a Roach
None;The Journey Down Chapter One
Dewy's Adventure;Deadfall Adventures
Riding Spirits;Spirits
Skylanders SWAP Force;Syder Arcade
Pure;Puddle
Little Bears;Little Racers STREET
de Blob 2;Zen Bound 2
Chopper Attack;iBomber Attack
The Sims: Complete Collection;Sword of the Stars Complete Collection
Guild Wars Trilogy;Guild Wars Trilogy
Magic Carpet;Magical Diary
Stellaris;Stellar Impact
None;Crusader Kings Complete
Puzzle Chronicles;Puzzle Chronicles
Battle Rage;BattleSpace
Adventure Island;Adventurer Manager
None;GoD Factory Wingmen
None;A.R.E.S. Extinction Agenda EX
None;Harvest Massive Encounter
Survivor;Servo
Seek and Destroy;Void Destroyer
Ghost Squad;Chroma Squad
Velvet Assassin;Velvet Assassin
Field Commander;Guild Commander
Karaoke Revolution Party;Hacker Evolution Duality
Dark Arena;Swarm Arena
Tokobot;Sokobond
None;Ys I
Legacy of Kain: Soul Reaver;Legacy of Kain Soul Reaver
None;Slam Bolt Scrappers
Project: Snowblind;Project Snowblind
None;Velocibox
PixelJunk Monsters Deluxe;PixelJunk Shooter Ultimate
The Settlers 7: Paths to a Kingdom;The Settlers 7 Paths to a Kingdom
Space Hulk;Space Hulk Ascension
Age of Empires: Collector's Edition;Aion Collectors Edition
The Last Remnant;The Masterplan
Blood Bowl: Legendary Edition;Blood Bowl Dark Elves Edition
Tom Clancy's HAWX;Tom Clancy's H.A.W.X.
None;Buccaneer The Pursuit of Infamy
Age of Conan: Rise of the Godslayer;Age of Conan Rise of the Godslayer
None;Crusaders Thy Kingdom Come
Star Soldier;Star Ruler
Star Wars: Clone Wars;Star Wolves 3 Civil War
The Wild West;The Old Tree
None;Shadowgate MacVenture Series
Legend of Legaia;Legends of Pegasus
Silent Hunter 5: Battle of the Atlantic;Silent Hunter 5 Battle of the Atlantic
My Friends;My Lands
None;SC2VN - The eSports Visual Novel
The Night of the Rabbit;The Night of the Rabbit
None;The Jackbox Party Pack 2
Gun Metal;Gun Metal
The Adventures of Darwin;The Incredible Adventures of Van Helsing III
Lara Croft and the Temple of Osiris;Lara Croft and the Temple of Osiris
None;Beyond Divinity
None;Unium
None;ComaMortuary
Chaos Legion;Chaos Domain
Wolfenstein: The Old Blood;Wolfenstein The Old Blood German Edition
MX vs. ATV Reflex;MX vs. ATV Reflex
Ice Climber;Choice Chamber
Descent;Ascendant
None;Our Darker Purpose
Black;Black Ice
None;Firefly Online Cortex
Portal Runner;Tales Runner
Praetorians;Praetorians
None;rymdkapsel
GTR Evolution;GTR Evolution
None;Caribbean!
The Legend of Zelda;Legends of Eisenwald
Clockwork Empires;Clockwork Empires
Truck Racer;Trucks & Trailers
None;Community College Hero Trial by Fire
Resident Evil Director's Cut;Scratches Director's Cut
None;BAD END
None;Xam
None;Higurashi When They Cry - Ch.1 Onikakushi
None;Gaokao.Love.100Days
Clash of the Titans;The Clans - Saga of the Twins
None;X-note
Hexen;eden*
None;Bedlam
Rumble Roses;Blue Rose
None;Rising Angels Reborn
American Chopper;American Conquest
Bloody Roar;Bloodwood Reload
Akiba's Trip: Undead & Undressed;AKIBA'S TRIP Undead & Undressed
None;Damnation City of Death
Dynasty Warriors DS: Fighter's Battle;Warrior Kings Battles
Hybrid Heaven;Pink Heaven
None;Jagged Alliance Online - Steam Edition
Shantae and the Pirate's Curse;Shantae and the Pirate's Curse
Pet Zombies;Over 9000 Zombies!
None;Pox Nora
Airport Simulator;Corporate Lifestyle Simulator
Prince of Persia: The Two Thrones;Prince of Persia The Two Thrones
None;Space Trader Merchant Marine
Big Brain Academy;Big Brain Wolf
Trinity Universe;Tank Universal
None;Homebrew - Vehicle Sandbox
Magicians Academy;Mensa Academy
Frontlines: Fuel of War;Frontlines Fuel of War
None;Larva Mortus
Alpha Protocol;Alpha Prime
Puzzle City;Puzzle Bots
Damnation;Damnation
The Last of Us;RIP 3 The Last Hero
Digimon Racing;Diamond Dan
Robots;Mr. Robot
Commander: Conquest of the Americas;Commander Conquest of the Americas Gold
MX vs. ATV Supercross Encore;MX vs. ATV Supercross Encore
Ninja Warriors;Chainsaw Warrior
None;Chainsaw Warrior Lords of the Night
Titan Quest;Terrain Test
Heroes of Might and Magic V;Heroes of Might & Magic V Hammers of Fate
None;DRAKERZ-Confrontation
Championship Manager 2010;Championship Manager 2008
Dead Space;Dead Realm
None;iO
Forza Motorsport 3: Ultimate Edition;Real Horror Stories Ultimate Edition
None;One Late Night Deadline
None;Everyday Genius SquareLogic
Lumines ll;Lumines
None;Pat & Mat
Elven Legacy;Elven Legacy
Blazing Dragons;King of Dragon Pass
None;Jagged Alliance 2 Gold Pack
None;Wings! Remastered Edition
Broken Sword: Shadow of the Templars - The Director's Cut;Broken Sword 1 - Shadow of the Templars Director's Cut
None;Driftmoon
Black & White;Black Fire
Call of Cthulhu: Dark Corners of the Earth;Call of Cthulhu Dark Corners of the Earth
Cabela's Legendary Adventures;Zuma's Revenge! - Adventure
Sneakers;Crowntakers
Overlord II;Etherlords II
La Pucelle: Tactics;Football Tactics
Rugby Challenge 3;Rugby Challenge 2
None;Blacklight Tango Down
None;Giana Sisters Twisted Dreams - Rise of the Owlverlord
None;Among Ripples
Worms;Worms
Brothers In Arms: Road to Hill 30;Brothers in Arms Road to Hill 30
Cabela's Dangerous Hunts 2011;Cabela's Dangerous Hunts 2013
None;Movie Studio 13 Platinum - Steam Powered
None;Action! - Gameplay Recording and Streaming
Rush;Runers
Coraline;Crawl
Far Cry;FarSky
Black Dawn;Black Ink
Obscure;Obscure
None;Fancy Skulls
Vigilante 8;Vagante
Obscure;Obscure 2
None;Grand Class Melee 2
None;ENKI
Dawn of Mana;Down To One
None;Year Walk
None;Dustoff Heli Rescue
RACE On;FRACT OSC
Dead Rising;Babel Rising
Haunted House;Haunted House
None;Flower Shop Winter In Fairbrook
We Dance;Joe Danger
Republique;Republique
Microsoft Flight Simulator;Microsoft Flight
Still Life;Still Life
None;Putt-Putt Travels Through Time
None;Putt-Putt Joins the Circus
None;Putt-Putt Saves the Zoo
Nancy Drew: The White Wolf of Icicle Creek;Nancy Drew The White Wolf of Icicle Creek
None;Memoir '44 Online
None;Nancy Drew Curse of Blackmoor Manor 
None;Nancy Drew Secrets can Kill
Nancy Drew: The Mystery of the Clue Bender Society;Nancy Drew Secret of the Scarlet Hand 
Spectral Force 3;Delta Force 2
SRS: Street Racing Syndicate;Street Racing Syndicate
Haze;Hatred
None;OCEAN CITY RACING
None;ONE PIECE PIRATE WARRIORS 3
Astro Boy;Astro Lords
The House of the Dead;Max The Curse of Brotherhood
None;Road Not Taken
None;TRI Of Friendship and Madness
None;9.03m
Master of Illusion;Castle of Illusion
A New Beginning;A New Beginning - Final Cut
Powerbike;WRC Powerslide
Airport Simulator;Airport Simulator 2014
Luminous Arc Infinity;Lumino City
None;An Assassin in Orlandes
None;Akane the Kunoichi
Crazy Machines;Crazy Machines
Mini Desktop Racing;Mini Motor Racing EVO
Test Drive: Ferrari Legends;Test Drive Ferrari Racing Legends
Adventure;Adventure Park
None;Victory The Age of Racing
None;OlliOlli
Crouching Tiger, Hidden Dragon;Crouching Pony Hidden Dragon
Pac-Man World;Arcane Worlds
None;Axis Game Factory's AGFPRO 3.0
None;Ignite
None;Disciples II Gallean's Return
Borderlands;Borderless Gaming
Hexen;Hexcells
RPG Maker 3;RPG Maker MV
Impossible Creatures;Impossible Creatures
Broken Sword: The Sleeping Dragon;Broken Sword 4 - the Angel of Death
Machinarium;Sanitarium
None;Downwell
Monopoly;Monopoly
None;Oh...Sir!
Kane & Lynch: Dead Men;Kane & Lynch Dead Men
The Movies;The Novelist
Gears of War;Faces of War
None;AION Free-to-Play
None;FATE
E.X. Troopers;Tiny Troopers
Turbo Turtle Adventure;Gumboy Crazy Adventures
None;Vigil Blood Bitterness
Wizardry Twin Pack;Wizardry Online
NBA 2K12;MLB 2K12
Magic: The Gathering - Battlemage;Magic The Gathering  Tactics
Fritz Chess;Fritz Chess 14
Hollywood Squares;Hollywood Visionary
Burnout Legends;Sword Coast Legends
None;The Banner Saga Factions
The Rise of the Argonauts;Rise of the Argonauts
None;District 187
None;TUG
Battle Rage;Battle Academy
Close Combat: First to Fight;Close Combat - Gateway to Caen
None;Battle Academy 2 Eastern Front
Victory Spike;Victory At Sea
Cross Treasures;Crossfire Europe
None;Hard Truck Apocalypse Rise Of Clans / Ex Machina Meridian 113
Haunting Ground;The Slaughtering Grounds
Fishing Master;Flesh Eaters
None;One Way To Die Steam Edition
Split/Second;Split/Second
None;Containment The Zombie Puzzler
Project Eden;Project Explore
None;Actual Sunlight
None;Weird Worlds Return to Infinite Space
None;Orborun
Space Camp;Space Warp
Earth Defense Force: Insect Armageddon;Earth Defense Force Insect Armageddon
Tomb Raider: The Last Revelation;Tomb Raider The Last Revelation
Watchmen: The End is Nigh Part 1 & 2;Watchmen The End Is Nigh
Dual Heroes;Heli Heroes
Theme Park;Theme Park Studio
RollerCoaster Tycoon;RollerCoaster Tycoon
Advent Rising;Genesis Rising
Fallout Trilogy;Earth 2150 Trilogy
River City Ransom EX;CivCity Rome
None;Nexus The Jupiter Incident
None;Aggression Europe Under Fire
None;Original War
None;On the Rain-Slick Precipice of Darkness, Episode Two
None;Lamia Must Die
Skate;Salt
None;Nancy Drew Danger By Design
Making History: The Great War;Making History The Calm & The Storm
None;Battle of Empires  1914-1918
Company of Heroes 2;Company of Heroes Europe at War
Dawn of Discovery;Dawn of Discovery
The Bible Game;The Silent Age
Joust;hocus
Ski Region Simulator;Ski Region Simulator
Broken Sword II: The Smoking Mirror;Broken Sword 2 - the Smoking Mirror Remastered
Silent Hunter: Wolves of the Pacific;Silent Hunter Wolves of the Pacific
None;DCS Black Shark
Thunder Alley;Thunder Wolves
Zubo;Cubot
Charlie's Angels;Battle Los Angeles
Breath of Fire;Beasts of Prey
NHL FaceOff 99;MoW Face Off M
None;Else Heart.Break()
Revolution X;Revelations 2012
Space Jam;Super Game Jam
Rock Revolution;Cricket Revolution
The Con;Thief Town
Evil Zone;Eidolon
None;Guild Wars Game of the Year
Rhapsody: A Musical Adventure;Runaway A Road Adventure
Gunvalkyrie;GundeadliGne
Gradius Collection;Gundemonium Recollection
None;Hitogata Happa
None;Woody Two-Legs Attack of the Zombie Pirates
Tom Clancy's Splinter Cell: Double Agent;Tom Clancy's Splinter Cell Double Agent
Air Conflicts: Secret Wars;Air Conflicts - Secret Wars
Transformer: Rise of the Dark Spark;TRANSFORMERS Rise of the Dark Spark
Shattered Union;Steredenn
None;Drunken Robot Pornography
None;Requiem
None;RWBY Grimm Eclipse
Dragon's Crown;Dragon's Prophet (EU)
The Settlers;The Settlers Online
Call of Juarez;Call of Juarez
None;Jets'n'Guns Gold
None;Music Creator 6 Touch
None;Albino Lullaby Episode 1
Wheel of Fortune;Leo's Fortune
None;YOU DON'T KNOW JACK Vol. 2
Spore Creatures;CreaVures
None;Carmageddon 2 Carpocalypse Now
None;10 Second Ninja
None;Montague's Mount
None;Aveyond 3-1 Lord of Twilight
SingStar Pop Edition;SanctuaryRPG Black Edition
The Fast and the Furious;The Cat and the Coup
Metal Dungeon;bit Dungeon II
Company of Heroes;Numen Contest of Heroes
None;Outcast 1.1
Fear Effect;Tesla Effect
None;Memento Mori 2
Secret Files 2: Puritas Cordis;Secret Files Puritas Cordis
Gray Matter;Gray Matter
The Book of Unwritten Tales 2;The Book of Unwritten Tales 2
None;realMyst Masterpiece Edition
Secret Files 2: Puritas Cordis;Secret Files Sam Peters
Headhunter;Haunted
None;Hook
None;The Floor is Jelly
Crazy Machines;The Dream Machine
None;Abducted
None;Last Knight Rogue Rider Edition
None;Huntsman - The Orphanage Halloween Edition
None;Dev Guy
None;Cultures - Northland
None;Chocolatier Decadence by Design
Alien Breed Trilogy;Alien Breed 3 Descent
Clive Barker's Jericho;Clive Barker's Jericho
Post Mortem;Post Mortem
None;Agricultural Simulator 2013 Steam Edition
Bus Simulator 16;Bus-Simulator 2012
Firefighter F.D.18;Firefighters 2014
WinBack: Covert Operations;Arma Combat Operations
F1 ROC: Race of Champions;Conquest of Champions
The Void;The Collider
Way of the Samurai;City of Steam Arkadia
ZombiU;Zoombinis
